"CASE_ID","STATE","COUNTY","VEH_MOD_YEAR","VEH_BRAND","VEH_MODEL","VEH_CATEGORY","LATITUDE","LONGITUDE","ACC_TS","ACC_TOD","ACC_LOC","LIGHT_COND","WEATHER","AGE","SEX","DRINKING_FLAG","DRUGS_FLAG","SEAT_POS","IMPACT_LOC","FIRE_FLAG","HARM_EV_TYPE","COLL_EV_TYPE","HELMET_PRESENT","HELMET_MISUSE","INJURY"
200152,"Kansas","OSAGE",1993,"Yamaha","XVZ13","Motorcycle",38.63748889,-95.60114444,2020-06-20 14:10:00,"Afternoon","Intersection-Related","Daylight","Cloudy",48,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
200164,"Kansas","SHAWNEE",1996,"Harley Davidson","FLSTC / Heritage Softail Classic","Motorcycle",39.00220833,-95.70601667,2020-07-11 20:55:00,"Evening","Non-Junction","Daylight","Unknown",54,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
200172,"Kansas","COWLEY",1992,"Harley Davidson","XL 883 / Sportster 883","Motorcycle",37.36077222,-96.95978333,2020-07-04 21:55:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",18,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
200179,"Kansas","SHAWNEE",2009,"Kawasaki","Ninja 500R","Motorcycle",39.018925,-95.74370278,2020-07-04 22:58:00,"Night","Driveway Access Related","Dark - Lighted","Unknown",27,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200182,"Kansas","SALINE",2005,"Harley Davidson","Softail Deuce","Motorcycle",38.79564444,-97.61274444,2020-07-12 00:15:00,"Night","Four-Way Intersection","Dark - Lighted","Unknown",41,"Male","Yes","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
200189,"Kansas","SEDGWICK",2001,"Suzuki","GSX1300R","Motorcycle",37.75256944,-97.28250556,2020-07-24 22:01:00,"Night","Non-Junction","Dark - Lighted","Unknown",35,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","Yes","No","Death"
200194,"Kansas","RUSSELL",2003,"Harley Davidson","Electra Glide Ultra Classic","Motorcycle",38.86395833,-98.89340833,2020-06-07 16:57:00,"Afternoon","Non-Junction","Daylight","Severe Crosswinds",62,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Minor"
200194,"Kansas","RUSSELL",2003,"Harley Davidson","Electra Glide Ultra Classic","Motorcycle",38.86395833,-98.89340833,2020-06-07 16:57:00,"Afternoon","Non-Junction","Daylight","Severe Crosswinds",61,"Female","No","No","Pillion","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
200201,"Kansas","SEDGWICK",2007,"Suzuki","GSX-R750","Motorcycle",37.78142222,-97.35996111,2020-06-18 21:09:00,"Night","T-Intersection","Dark - Lighted","Unknown",42,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Death"
200202,"Kansas","SEDGWICK",2002,"Yamaha","XV1600AT/ATC Road Star Classic","Motorcycle",37.65978889,-97.37099444,2020-06-06 21:24:00,"Night","Non-Junction","Dark - Lighted","Clear",53,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Minor"
200202,"Kansas","SEDGWICK",2002,"Yamaha","XV1600AT/ATC Road Star Classic","Motorcycle",37.65978889,-97.37099444,2020-06-06 21:24:00,"Night","Non-Junction","Dark - Lighted","Clear",47,"Female","Not Reported","Not Reported","Pillion","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
200207,"Kansas","WYANDOTTE",2003,"Yamaha","XVS1100 / V Star 1100","Motorcycle",39.05767778,-94.63514167,2020-06-05 19:40:00,"Evening","Non-Junction","Daylight","Unknown",33,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
200208,"Kansas","NEOSHO",2009,"Harley Davidson","Electra Glide Classic","Motorcycle",37.61613056,-95.25186667,2020-08-23 13:45:00,"Afternoon","Non-Junction","Daylight","Unknown",31,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Death"
200217,"Kansas","DICKINSON",2019,"Harley Davidson","FLTRU / Road Glide Ultra","Motorcycle",38.66733333,-96.93176944,2020-06-07 13:15:00,"Afternoon","Intersection-Related","Daylight","Unknown",40,"Male","No","No","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Serious"
200217,"Kansas","DICKINSON",2015,"Harley Davidson","Street Glide Special","Motorcycle",38.66733333,-96.93176944,2020-06-07 13:15:00,"Afternoon","Intersection-Related","Daylight","Unknown",58,"Male","No","No","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
200219,"Kansas","SEDGWICK",2013,"BMW","HP4","Motorcycle",37.62946111,-97.45171111,2020-08-02 21:12:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",30,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
200222,"Kansas","SHAWNEE",1982,"Honda","CB900","Motorcycle",39.04783611,-95.69551667,2020-08-02 23:23:00,"Night","Non-Junction","Dark - Lighted","Unknown",42,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
200223,"Kansas","MONTGOMERY",1983,"Unknown","Unknown","Motorcycle",38.39726,-96.977,2020-09-07 12:21:00,"Afternoon","Non-Junction","Daylight","Unknown",83,"Male","No","No","Rider","Right-Front Side","No","Other Fixed Object","Fixed/Not Fixed Object Collision","No","None Used","Death"
200232,"Kansas","CLOUD",2008,"Suzuki","VL800 / VL800T / VL800C/VL800B","Motorcycle",39.56657222,-97.72081111,2020-07-14 14:38:00,"Afternoon","Non-Junction","Daylight","Unknown",67,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200232,"Kansas","CLOUD",2008,"Suzuki","VL800 / VL800T / VL800C/VL800B","Motorcycle",39.56657222,-97.72081111,2020-07-14 14:38:00,"Afternoon","Non-Junction","Daylight","Unknown",67,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200233,"Kansas","RENO",2008,"Yamaha","YZF-R1/YZF-R1C/YZF-R1","Motorcycle",38.05170833,-97.90702778,2020-09-07 01:00:00,"Night","Non-Junction","Dark - Lighted","Unknown",29,"Male","Yes","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
200237,"Kansas","LEAVENWORTH",2008,"Victory","Vegas","Motorcycle",39.11630833,-94.93084444,2020-07-31 05:04:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",50,"Male","No","Yes","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
200237,"Kansas","LEAVENWORTH",2008,"Victory","Vegas","Motorcycle",39.11630833,-94.93084444,2020-07-31 05:04:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",46,"Female","Not Reported","Not Reported","Pillion","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
200240,"Kansas","WYANDOTTE",2006,"Harley Davidson","Softail Deluxe","Motorcycle",39.04728056,-94.64834167,2020-09-17 13:20:00,"Afternoon","Through Roadway","Daylight","Unknown",43,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
200252,"Kansas","JOHNSON",2012,"Suzuki","GSX-R1000L","Motorcycle",38.98936667,-94.70069444,2020-08-06 16:24:00,"Afternoon","Intersection-Related","Daylight","Unknown",26,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
200254,"Kansas","SEDGWICK",2005,"Ducati","MONSTER(NAKED STANDARD BIKE)","Motorcycle",37.67916111,-97.33801389,2020-09-12 20:48:00,"Evening","Four-Way Intersection","Dark - Lighted","Unknown",43,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200261,"Kansas","WYANDOTTE",2020,"Harley Davidson","XL1200NS / Iron 1200","Motorcycle",39.098625,-94.87138611,2020-08-27 17:48:00,"Evening","Non-Junction","Daylight","Unknown",28,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
200262,"Kansas","SEDGWICK",2002,"Harley Davidson","Dyna Wide Glide","Motorcycle",37.66591389,-97.36673611,2020-08-31 01:52:00,"Night","Non-Junction","Dark - Lighted","Unknown",52,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
200268,"Kansas","WYANDOTTE",2008,"Harley Davidson","CVO Ultra Classic Electra Glide 3","Motorcycle",39.0444,-94.88954167,2020-08-25 20:40:00,"Evening","Non-Junction","Dark - Not Lighted","Unknown",66,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Sideswipe - Opposite Direction","No","None Used","Death"
200274,"Kansas","LABETTE",2004,"Honda","VTX1800C (VTX)","Motorcycle",37.22355833,-95.17663611,2020-10-10 08:54:00,"Early Morning","Intersection-Related","Dawn","Fog, Smog, Smoke",41,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
200276,"Kansas","MORRIS",2006,"Harley Davidson","Night Train","Motorcycle",38.578575,-96.51718889,2020-10-04 07:12:00,"Early Morning","Non-Junction","Dawn","Fog, Smog, Smoke",57,"Male","No","No","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","No","None Used","Minor"
200276,"Kansas","MORRIS",2006,"Harley Davidson","Night Train","Motorcycle",38.578575,-96.51718889,2020-10-04 07:12:00,"Early Morning","Non-Junction","Dawn","Fog, Smog, Smoke",47,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","No","None Used","Death"
200284,"Kansas","REPUBLIC",2007,"Harley Davidson","Softail Custom","Motorcycle",39.84110278,-97.63424444,2020-10-04 14:15:00,"Afternoon","Four-Way Intersection","Daylight","Unknown",35,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200285,"Kansas","LEAVENWORTH",2016,"Harley Davidson","FLSTC103 / Heritage Softail Classic","Motorcycle",39.05801389,-94.92598333,2020-10-07 19:12:00,"Evening","Non-Junction","Dark - Not Lighted","Unknown",54,"Female","No","No","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","No","None Used","Death"
200288,"Kansas","SHAWNEE",2012,"Yamaha","FZ8-N","Motorcycle",39.00903889,-95.67032222,2020-09-24 19:29:00,"Evening","T-Intersection","Dusk","Unknown",25,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200292,"Kansas","SEDGWICK",2005,"Harley Davidson","Dyna Super Glide","Motorcycle",37.67615278,-97.35299167,2020-08-01 22:14:00,"Night","Intersection-Related","Dark - Lighted","Clear",61,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
200293,"Kansas","SEDGWICK",2003,"Suzuki","GSX-R1000K","Motorcycle",37.69161667,-97.36156944,2020-08-24 18:41:00,"Evening","T-Intersection","Dusk","Clear",40,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200295,"Kansas","JEWELL",2003,"Honda","VT750 (Shadow Ace 750)","Motorcycle",39.90710556,-97.93737778,2020-10-31 01:15:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",32,"Male","Not Reported","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200295,"Kansas","JEWELL",2003,"Honda","VT750 (Shadow Ace 750)","Motorcycle",39.90710556,-97.93737778,2020-10-31 01:15:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",26,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Serious"
200295,"Kansas","JEWELL",2006,"Suzuki","VL800/VL800C/VL800T","Motorcycle",39.90710556,-97.93737778,2020-10-31 01:15:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",22,"Male","Not Reported","No","Rider","Left","No","Motor Vehicle In-Transport","Angle","No","None Used","Serious"
200295,"Kansas","JEWELL",2006,"Suzuki","VL800/VL800C/VL800T","Motorcycle",39.90710556,-97.93737778,2020-10-31 01:15:00,"Night","Non-Junction","Dark - Not Lighted","Unknown",19,"Female","Not Reported","Not Reported","Pillion","Left","No","Motor Vehicle In-Transport","Angle","No","None Used","Serious"
200297,"Kansas","RENO",2008,"Harley Davidson","Heritage Softail Classic","Motorcycle",38.11464444,-97.95928056,2020-08-19 17:14:00,"Evening","Four-Way Intersection","Daylight","Unknown",74,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200303,"Kansas","MONTGOMERY",2005,"Harley Davidson","Softail Deluxe","Motorcycle",37.03302778,-95.62243333,2020-09-04 19:30:00,"Evening","Four-Way Intersection","Dusk","Unknown",51,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200304,"Kansas","DOUGLAS",2008,"Harley Davidson","Heritage Softail Classic","Motorcycle",38.95001111,-95.21173333,2020-11-05 16:53:00,"Afternoon","T-Intersection","Daylight","Unknown",56,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200317,"Kansas","ATCHISON",2014,"Harley Davidson","Electra Glide Ultra Limited","Motorcycle",39.53886111,-95.131925,2020-09-26 15:53:00,"Afternoon","T-Intersection","Daylight","Unknown",46,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200317,"Kansas","ATCHISON",2014,"Harley Davidson","Electra Glide Ultra Limited","Motorcycle",39.53886111,-95.131925,2020-09-26 15:53:00,"Afternoon","T-Intersection","Daylight","Unknown",47,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Minor"
200334,"Kansas","MONTGOMERY",2018,"Harley Davidson","FLHX / STREET GLIDE","Motorcycle",37.20909167,-95.58507778,2020-09-19 19:36:00,"Evening","Four-Way Intersection","Dusk","Unknown",52,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
200338,"Kansas","REPUBLIC",2002,"Honda","VTX1800R (VTX)","Motorcycle",39.864125,-97.46278611,2020-08-24 17:45:00,"Evening","Non-Junction","Daylight","Unknown",56,"Male","No","No","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","Yes","No","Death"
200348,"Kansas","BARTON",2006,"Big Dog Motorcycles","Chopper","Motorcycle",38.366275,-98.80924444,2020-10-03 19:45:00,"Evening","Intersection-Related","Dark - Lighted","Unknown",69,"Male","No","No","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","No","None Used","Death"
200357,"Kansas","SEDGWICK",2012,"Kawasaki","Ninja ZX-10R","Motorcycle",37.69452778,-97.35514722,2020-07-13 21:37:00,"Night","Non-Junction","Dark - Lighted","Clear",29,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","Yes","No","Death"
200364,"Kansas","LEAVENWORTH",1984,"Yamaha","XV700","Motorcycle",39.05811944,-94.94595556,2020-11-25 14:44:00,"Afternoon","Four-Way Intersection","Daylight","Unknown",43,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200366,"Kansas","SALINE",2014,"Honda","CBR650","Motorcycle",38.85101111,-97.61960278,2020-12-30 16:34:00,"Afternoon","T-Intersection","Daylight","Unknown",44,"Female","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
200378,"Kansas","WYANDOTTE",2014,"Harley Davidson","Street Glide","Motorcycle",39.08740556,-94.64306944,2020-11-19 18:00:00,"Evening","Non-Junction","Dark - Lighted","Unknown",29,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
200379,"Kansas","SEDGWICK",2012,"Harley Davidson","Fat Boy 103","Motorcycle",37.6516,-97.34770556,2020-12-05 17:52:00,"Evening","Four-Way Intersection","Dark - Lighted","Unknown",63,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200382,"Kansas","SEDGWICK",2015,"Harley Davidson","Freewheeler","Motorcycle",37.70843056,-97.46050556,2020-12-22 14:26:00,"Afternoon","Driveway Access Related","Daylight","Unknown",58,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
200389,"Kansas","SEDGWICK",2019,"Yamaha","MTN850","Motorcycle",37.60803889,-97.31926389,2020-10-23 16:50:00,"Afternoon","T-Intersection","Daylight","Unknown",40,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210082,"Kentucky","JEFFERSON",2006,"Kawasaki","Ninja ZX-14","Motorcycle",38.266175,-85.77890833,2020-03-08 15:38:00,"Afternoon","Non-Junction","Daylight","Clear",37,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
210091,"Kentucky","CLARK",1995,"Suzuki","VS800GL","Motorcycle",37.9931,-84.18181944,2020-03-19 15:31:00,"Afternoon","Four-Way Intersection","Daylight","Cloudy",29,"Male","No","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210103,"Kentucky","MENIFEE",2009,"Harley Davidson","Electra Glide Ultra Classic","Motorcycle",37.96846944,-83.612625,2020-03-28 12:14:00,"Afternoon","Driveway Access Related","Daylight","Clear",56,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Sideswipe - Opposite Direction","Yes","No","Death"
210107,"Kentucky","JEFFERSON",2012,"Honda","CBR1000","Motorcycle",38.20716944,-85.54356111,2020-03-31 14:10:00,"Afternoon","T-Intersection","Daylight","Cloudy",24,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210112,"Kentucky","GRANT",2018,"Indian Motorcycle","Chieftain Limited","Motorcycle",38.68620278,-84.58946944,2020-03-25 23:32:00,"Night","Non-Junction","Dark - Lighted","Clear",47,"Male","Yes","No","Rider","Right-Front Side","No","Traffic Sign Support","Fixed/Not Fixed Object Collision","No","None Used","Death"
210126,"Kentucky","BARREN",2009,"Yamaha","XVS650A/AT","Motorcycle",36.95969167,-85.84892222,2020-04-06 14:17:00,"Afternoon","Non-Junction","Daylight","Clear",28,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
210126,"Kentucky","BARREN",2009,"Yamaha","XVS650A/AT","Motorcycle",36.95969167,-85.84892222,2020-04-06 14:17:00,"Afternoon","Non-Junction","Daylight","Clear",32,"Female","Not Reported","Not Reported","Pillion","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Possible"
210127,"Kentucky","MARSHALL",2013,"Harley Davidson","Road Glide Custom","Motorcycle",36.85735,-88.36768889,2020-04-06 22:13:00,"Night","Non-Junction","Dark - Not Lighted","Clear",35,"Male","No","No","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","Yes","No","Death"
210127,"Kentucky","MARSHALL",2013,"Harley Davidson","Road Glide Custom","Motorcycle",36.85735,-88.36768889,2020-04-06 22:13:00,"Night","Non-Junction","Dark - Not Lighted","Clear",22,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","No","None Used","Minor"
210128,"Kentucky","CAMPBELL",2016,"Yamaha","YZF-R1","Motorcycle",39.00373889,-84.43947222,2020-04-08 14:48:00,"Afternoon","T-Intersection","Daylight","Clear",25,"Male","No","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210152,"Kentucky","JEFFERSON",2017,"Kawasaki","Ninja ZX-10R","Motorcycle",38.31748056,-85.55014167,2020-04-28 22:26:00,"Night","Four-Way Intersection","Dark - Not Lighted","Clear",27,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210162,"Kentucky","GALLATIN",2000,"Kawasaki","Unknown","Motorcycle",38.77892222,-84.73879722,2020-02-02 22:30:00,"Night","Non-Junction","Dark - Not Lighted","Clear",42,"Male","No","Yes","Rider","Right-Front Side","No","Live Animal","Fixed/Not Fixed Object Collision","Yes","No","Death"
210177,"Kentucky","JESSAMINE",2017,"Indian Motorcycle","Roadmaster","Motorcycle",37.94178611,-84.54610833,2020-05-12 17:25:00,"Evening","T-Intersection","Daylight","Clear",37,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
210177,"Kentucky","JESSAMINE",2017,"Indian Motorcycle","Roadmaster","Motorcycle",37.94178611,-84.54610833,2020-05-12 17:25:00,"Evening","T-Intersection","Daylight","Clear",34,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
210183,"Kentucky","GRAYSON",2005,"Honda","VT1100C2 (SHADOW SABRE)","Motorcycle",37.38529167,-86.09291111,2020-05-17 14:43:00,"Afternoon","Non-Junction","Daylight","Clear",60,"Male","Yes","No","Rider","Right-Front Side","No","Fence","Fixed/Not Fixed Object Collision","No","None Used","Death"
210186,"Kentucky","JEFFERSON",1997,"Suzuki","VS800","Motorcycle",38.26184444,-85.77925556,2020-05-16 18:16:00,"Evening","Four-Way Intersection","Daylight","Clear",47,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
210200,"Kentucky","JEFFERSON",2005,"Kawasaki","ZZR600","Motorcycle",38.22041667,-85.6373,2020-05-30 14:53:00,"Afternoon","Four-Way Intersection","Daylight","Clear",36,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210204,"Kentucky","ANDERSON",2002,"Harley Davidson","FXDL / Dyna Low Rider","Motorcycle",38.03996667,-84.84798056,2020-05-30 13:01:00,"Afternoon","Non-Junction","Daylight","Clear",60,"Male","No","No","Rider","Right-Front Side","No","Embankment","Fixed/Not Fixed Object Collision","No","None Used","Death"
210207,"Kentucky","MADISON",2004,"Suzuki","GSX1300RK","Motorcycle",37.85125556,-84.08319167,2020-05-16 14:12:00,"Afternoon","Non-Junction","Daylight","Clear",65,"Male","Yes","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
210218,"Kentucky","FLOYD",2004,"Honda","VT750 (Shadow Aero)","Motorcycle",37.36320833,-82.73007222,2020-06-02 13:44:00,"Afternoon","Non-Junction","Daylight","Clear",42,"Male","No","No","Rider","Right-Front Side","No","Guardrail Face","Fixed/Not Fixed Object Collision","No","None Used","Death"
210223,"Kentucky","JEFFERSON",2009,"Kawasaki","Ninja ZX-6R","Motorcycle",38.2637,-85.75161667,2020-06-06 22:29:00,"Night","Non-Junction","Dark - Not Lighted","Clear",28,"Male","No","No","Rider","Right-Back Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210225,"Kentucky","JEFFERSON",1997,"Honda","CBR1100XX","Motorcycle",38.18351389,-85.75450278,2020-06-03 14:53:00,"Afternoon","Non-Junction","Daylight","Clear",39,"Male","No","No","Rider","Right-Front Side","No","Embankment","Fixed/Not Fixed Object Collision","No","None Used","Death"
210226,"Kentucky","FAYETTE",2002,"Suzuki","GSX-R750K","Motorcycle",38.03042778,-84.47884444,2020-06-08 20:50:00,"Evening","T-Intersection","Daylight","Clear",25,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210233,"Kentucky","LYON",2005,"Harley Davidson","Heritage Softail Classic","Motorcycle",37.07826111,-88.06965,2020-06-12 19:03:00,"Evening","Four-Way Intersection","Daylight","Clear",27,"Male","No","No","Rider","Right","No","Motor Vehicle In-Transport","Sideswipe - Opposite Direction","Yes","No","Death"
210236,"Kentucky","HENDERSON",2005,"Honda","VTX1800F3 (VTX)","Motorcycle",37.77967778,-87.55876667,2020-06-17 07:50:00,"Early Morning","T-Intersection","Daylight","Clear",25,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Sideswipe - Opposite Direction","No","None Used","Death"
210245,"Kentucky","WARREN",9999,"Honda","Unknown","Motorcycle",37.04148333,-86.20989444,2020-06-19 23:06:00,"Night","T-Intersection","Dark - Lighted","Clear",37,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
210250,"Kentucky","WOODFORD",2002,"Yamaha","XVS650/A/C/AC/V-Star Classic/Custom","Motorcycle",37.96368889,-84.67556667,2020-06-21 00:38:00,"Night","Non-Junction","Dark - Unknown Lighting","Fog, Smog, Smoke",23,"Male","Yes","No","Rider","Right-Front Side","No","Fence","Fixed/Not Fixed Object Collision","Yes","No","Death"
210272,"Kentucky","BOYD",2000,"Yamaha","CW50 / Zuma II","Motorcycle",38.45073333,-82.66506111,2020-06-19 02:50:00,"Night","Non-Junction","Dark - Not Lighted","Clear",46,"Male","Yes","No","Rider","Right-Front Side","No","Utility Pole/Light Support","Fixed/Not Fixed Object Collision","No","None Used","Death"
210279,"Kentucky","LINCOLN",1970,"Other","Other","Motorcycle",37.51961667,-84.80615278,2020-06-26 19:19:00,"Evening","Four-Way Intersection","Daylight","Clear",74,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
210279,"Kentucky","LINCOLN",1970,"Other","Other","Motorcycle",37.51961667,-84.80615278,2020-06-26 19:19:00,"Evening","Four-Way Intersection","Daylight","Clear",54,"Male","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Serious"
210288,"Kentucky","JOHNSON",2008,"Suzuki","GSX1300R","Motorcycle",37.94218333,-82.95090556,2020-06-27 19:00:00,"Evening","Non-Junction","Daylight","Clear",36,"Male","No","No","Rider","Right-Front Side","No","Culvert","Fixed/Not Fixed Object Collision","No","None Used","Death"
210297,"Kentucky","JEFFERSON",2012,"Harley Davidson","Blackline 103","Motorcycle",38.13206111,-85.77255833,2020-07-01 19:04:00,"Evening","T-Intersection","Daylight","Clear",42,"Male","No","No","Rider","Non-Collision","No","Fell/Jumped from Vehicle","Fixed/Not Fixed Object Collision","No","None Used","Death"
210298,"Kentucky","JEFFERSON",2019,"BAODIAO","9 lines","Motorcycle",38.18220833,-85.62866111,2020-07-05 21:49:00,"Night","Four-Way Intersection","Dark - Not Lighted","Cloudy",46,"Male","No","No","Rider","Right-Back Side","No","Motor Vehicle In-Transport","Sideswipe - Same Direction","No","None Used","Death"
210307,"Kentucky","CRITTENDEN",2019,"Harley Davidson","FLHTCUTG / TRI GLIDE ULTRA","Motorcycle",37.34970278,-87.98618056,2020-07-03 17:51:00,"Evening","Non-Junction","Daylight","Clear",65,"Male","No","No","Rider","Right-Front Side","No","Culvert","Fixed/Not Fixed Object Collision","Yes","No","Death"
